frame,position_i,position_j,intensity,track_id
0,13.16726143461898,100.00537477489638,102.01031146342233,0
0,197.39871592343803,225.06504613251272,102.15133856541208,1
0,160.9123476382082,48.5472418458661,102.59427460560912,2
0,28.97809482848612,84.9828866487357,98.3728158605862,3
0,238.28942289109975,181.4724834465062,104.33578107195908,4
0,148.1839374385254,89.90840491035897,105.14338012787566,5
0,175.18628601165042,0.6105505825709088,100.31992060853412,6
0,16.911282365914786,212.1116300417575,96.66846714758236,7
0,68.49172467039998,19.341993699565226,102.59467157761571,8
0,5.198424843366411,177.87425181828067,96.93773450037668,9
0,96.32307754887938,234.3676611200599,102.41719785334026,10
0,129.54804902531734,90.85863924096284,95.5706893509854,11
0,94.4589272988602,179.40984304922125,101.82179822913486,12
0,14.60487071883128,164.73591203042776,103.9712486106981,13
0,54.89144765533865,152.98836530122094,95.08241815273362,14
0,214.6806099374103,127.95121950404696,108.30817906055526,15
0,186.9457523946827,217.95420295426428,96.4648814303045,16
0,27.554595441511367,154.6801532782587,88.43113311742067,17
0,214.7022990729049,56.80769787006261,96.12737360654744,18
0,199.00584004393153,245.05495601620808,99.67188497961318,19
0,35.71907539665992,175.93652245088893,90.59451478047876,20
0,86.30193872878269,101.55338483222434,96.2313061738358,21
0,27.459505273808674,8.44811652514943,103.61234800288577,22
0,146.65718897146172,120.09199118391533,99.52181434174442,23
0,44.92162196217643,200.5555361376021,104.2971719920403,24
0,12.019064742885746,70.8490950098444,92.6644290725699,25
0,40.05077797549214,58.738786452514574,97.80089041750942,26
0,48.57474126619513,172.5889927474514,102.12283491580108,27
0,164.94673987914587,56.34476849082938,101.27256716679533,28
0,109.88118037072412,189.94974136844016,96.3711824307498,29
0,200.83878533156337,241.500365223534,104.5221955259088,30
0,27.41374253115248,229.61631809873865,101.35242475999122,31
0,147.87281233118782,47.75845593834498,96.41204229744623,32
0,140.57497120026278,73.97384716600257,96.76492038119764,33
0,104.08400325960844,50.81397012233407,94.82518641524068,34
0,111.23104022349992,195.41235536343507,103.55275228536884,35
0,107.64426000332293,188.78430959899444,92.40707538205844,36
0,224.35142788574927,222.66438925160008,98.04459939617666,37
0,206.8101214790221,43.46782514115279,94.31959279112252,38
0,15.685387899029903,201.81728830768708,101.85263696991017,39
0,19.753360968888643,180.12196139255235,103.5558409448676,40
0,100.59520583650088,214.88724500534923,106.43572917557292,41
0,38.76261858548639,156.52087920929128,93.90409063852204,42
0,111.73613997862488,228.03443064546263,97.19272342808026,43
0,177.36377937271348,201.92921428440823,110.91009009744484,44
0,115.34445909528397,35.92656216511972,97.10004064447284,45
0,97.56224005903974,98.76908880916967,98.38757503907672,46
0,9.626561091788346,154.5964066951545,116.81439697282084,47
